Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
0202-1120-1210,1e-4,NA,1e-4,NA,NA,1-10,3
0202-1120-1210-2020,0.0019,7e-4,0.001,0.0012000000000000001,6.244997998398398e-4,1-10,4
0202-1120-2020,0.0028,0.0024,0.0028,0.0026666666666666666,2.3094010767585042e-4,1-10,3
0202-1200,0.0011,0.0013,0.0015,0.0013,1.9999999999999998e-4,1-10,2
0202-1200-2010,2e-4,8e-4,3e-4,4.333333333333333e-4,3.2145502536643183e-4,1-10,3
0202-1200-2020,0.0207,0.0206,0.0224,0.021233333333333333,0.0010115993936995677,1-10,3
0202-1200-2020-2100,0.0028,0.0031,0.0027,0.0028666666666666667,2.0816659994661317e-4,1-10,4
0202-1200-2100,4e-4,1e-4,3e-4,2.666666666666667e-4,1.5275252316519468e-4,1-10,3
0202-1201,7e-4,3e-4,6e-4,5.333333333333334e-4,2.0816659994661328e-4,1-10,2
0202-1201-1210-2001-2020,5e-4,2e-4,2e-4,3.0000000000000003e-4,1.7320508075688773e-4,1-10,5
0202-1201-1210-2020,6e-4,7e-4,9e-4,7.333333333333333e-4,1.5275252316519468e-4,1-10,4
0202-1201-1210-2020-2101-2110,1e-4,NA,1e-4,NA,NA,1-10,6
0202-1201-1220-2001-2020,1e-4,1e-4,NA,NA,NA,1-10,5
0202-1201-1220-2020,3e-4,2e-4,5e-4,3.333333333333333e-4,1.5275252316519468e-4,1-10,4
0202-1201-2001-2010,1e-4,NA,NA,NA,NA,1-10,4
0202-1201-2001-2020,0.0033,0.0027,0.0024,0.0028,4.5825756949558405e-4,1-10,4
0202-1201-2011,1e-4,NA,NA,NA,NA,1-10,3
0202-1201-2011-2020,8e-4,9e-4,9e-4,8.666666666666666e-4,5.7735026918962544e-5,1-10,4
0202-1201-2011-2020-2101,5e-4,NA,2e-4,NA,NA,1-10,5
0202-1201-2011-2101,1e-4,NA,NA,NA,NA,1-10,4
0202-1201-2020,0.0025,0.0029,0.0033,0.0029,3.9999999999999996e-4,1-10,3
0202-1201-2020-2101,9e-4,0.0012,7e-4,9.333333333333333e-4,2.516611478423583e-4,1-10,4
0202-1201-2101,1e-4,1e-4,NA,NA,NA,1-10,3
0202-1210,9e-4,4e-4,7e-4,6.666666666666666e-4,2.516611478423583e-4,1-10,2
0202-1210-2002-2020,2e-4,NA,2e-4,NA,NA,1-10,4
0202-1210-2020,0.01,0.0091,0.0084,0.009166666666666667,8.020806277010647e-4,1-10,3
0202-1210-2020-2110,0.0012,7e-4,0.001,9.666666666666667e-4,2.516611478423583e-4,1-10,4
0202-1220,3e-4,4e-4,4e-4,3.6666666666666667e-4,5.7735026918962605e-5,1-10,2
0202-1220-2020,0.0032,0.0041,0.0035,0.0036000000000000003,4.582575694955841e-4,1-10,3
0202-1220-2120,4e-4,1e-4,NA,NA,NA,1-10,3
0202-2000,0.0015,0.0017,0.0017,0.0016333333333333332,1.1547005383792509e-4,1-10,2
0202-2001,0.0018,0.001,0.0018,0.0015333333333333334,4.6188021535170057e-4,1-10,2
0202-2001-2010,1e-4,5e-4,3e-4,3e-4,2e-4,1-10,3
0202-2001-2020,0.0216,0.0225,0.0214,0.021833333333333333,5.859465277082312e-4,1-10,3
0202-2002,0.002,0.0012,0.0015,0.0015666666666666667,4.041451884327381e-4,1-10,2
0202-2002-2020,0.0096,0.0091,0.0099,0.009533333333333333,4.041451884327381e-4,1-10,3
0202-2002-2021,5e-4,3e-4,3e-4,3.6666666666666667e-4,1.1547005383792517e-4,1-10,3
0202-2010,0.0051,0.0041,0.0045,0.004566666666666667,5.033222956847167e-4,1-10,2
0202-2010-2100,6e-4,3e-4,4e-4,4.333333333333333e-4,1.5275252316519465e-4,1-10,3
0202-2011,4e-4,9e-4,0.0011,8e-4,3.6055512754639893e-4,1-10,2
0202-2011-2020,0.0036,0.0039,0.0029,0.0034666666666666665,5.131601439446884e-4,1-10,3
0202-2011-2020-2101,8e-4,7e-4,6e-4,7e-4,1.0000000000000005e-4,1-10,4
0202-2011-2020-2201,7e-4,4e-4,1e-4,4e-4,3e-4,1-10,4
0202-2012,3e-4,2e-4,4e-4,3.0000000000000003e-4,1e-4,1-10,2
0202-2012-2020,0.0022,0.0023,0.0033,0.0026,6.08276253029822e-4,1-10,3
0202-2012-2020-2102,5e-4,3e-4,1e-4,3e-4,2e-4,1-10,4
0202-2020,0.4199,0.4187,0.4173,0.41863333333333336,0.0013012814197295383,1-10,2
0202-2020-2100,0.0215,0.0202,0.0206,0.020766666666666666,6.658328118479387e-4,1-10,3
0202-2020-2101,0.0089,0.0091,0.0096,0.0092,3.605551275463984e-4,1-10,3
0202-2020-2101-2110,0.001,5e-4,0.0012,9e-4,3.605551275463989e-4,1-10,4
0202-2020-2102,0.0028,0.0026,0.0024,0.0026,2.000000000000001e-4,1-10,3
0202-2020-2102-2110,4e-4,2e-4,3e-4,3.0000000000000003e-4,1e-4,1-10,4
0202-2020-2110,0.003,0.0032,0.0043,0.0035,7e-4,1-10,3
0202-2020-2200,0.0086,0.0089,0.0094,0.008966666666666666,4.0414518843273823e-4,1-10,3
0202-2020-2201,0.0037,0.0026,0.0022,0.0028333333333333335,7.76745346515403e-4,1-10,3
0202-2020-2201-2210,2e-4,3e-4,7e-4,3.9999999999999996e-4,2.6457513110645904e-4,1-10,4
0202-2020-2210,0.0016,0.0024,0.0025,0.0021666666666666666,4.932882862316247e-4,1-10,3
0202-2021,0.0025,0.0024,0.0033,0.0027333333333333333,4.932882862316248e-4,1-10,2
0202-2021-2201,1e-4,NA,NA,NA,NA,1-10,3
0202-2022,6e-4,2e-4,2e-4,3.333333333333333e-4,2.3094010767585026e-4,1-10,2
0202-2100,0.0014,0.0015,0.0021,0.0016666666666666666,3.7859388972001813e-4,1-10,2
0202-2101,8e-4,7e-4,0.0011,8.666666666666667e-4,2.081665999466133e-4,1-10,2
0202-2101-2110,2e-4,NA,NA,NA,NA,1-10,3
0202-2102,7e-4,7e-4,6e-4,6.666666666666666e-4,5.7735026918962605e-5,1-10,2
0202-2110,6e-4,8e-4,9e-4,7.666666666666667e-4,1.5275252316519468e-4,1-10,2
0202-2110-2200,1e-4,NA,NA,NA,NA,1-10,3
0202-2111-2120-2201,1e-4,NA,NA,NA,NA,1-10,4
0202-2120,0.002,0.002,0.002,0.002,0,1-10,2
