Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
0203-0300-0303-1010,1e-4,NA,NA,NA,NA,1-10,4
0203-0300-0303-1010-1013,5e-4,8e-4,6e-4,6.333333333333333e-4,1.5275252316519468e-4,1-10,5
0203-0301-0303-1001-1003,2e-4,NA,1e-4,NA,NA,1-10,5
0203-0301-0303-1011-1013,1e-4,1e-4,NA,NA,NA,1-10,5
0203-0303,1e-4,1e-4,NA,NA,NA,1-10,2
0203-0303-0310-1003-1010,1e-4,NA,NA,NA,NA,1-10,5
0203-0303-0311-1011-1013,3e-4,2e-4,NA,NA,NA,1-10,5
0203-0303-1000-1003,3e-4,NA,2e-4,NA,NA,1-10,4
0203-0303-1001-1003,2e-4,3e-4,1e-4,1.9999999999999998e-4,9.999999999999999e-5,1-10,4
0203-0303-1003,6e-4,7e-4,5e-4,6e-4,9.999999999999999e-5,1-10,3
0203-0303-1003-1010,0.0039,0.0036,0.0023,0.0032666666666666664,8.504900548115382e-4,1-10,4
0203-0303-1003-1011,1e-4,NA,NA,NA,NA,1-10,4
0203-0303-1010,1e-4,3e-4,3e-4,2.3333333333333333e-4,1.1547005383792513e-4,1-10,3
0203-0303-1010-1013,0.003,0.0017,0.0022,0.0023,6.557438524302001e-4,1-10,4
0203-0303-1010-1013-1103,1e-4,1e-4,NA,NA,NA,1-10,5
0203-0303-1010-1103,1e-4,NA,NA,NA,NA,1-10,4
0203-0303-1013,1e-4,1e-4,3e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,3
0210-0211-1010-1011,2e-4,2e-4,NA,NA,NA,1-10,4
0210-0300-0302-1002-1010,2e-4,NA,2e-4,NA,NA,1-10,5
0210-0300-0302-1010-1012,1e-4,1e-4,1e-4,1e-4,0,1-10,5
0210-0300-0303,1e-4,NA,NA,NA,NA,1-10,3
0210-0300-0303-1003-1010,0.0021,0.0017,0.0019,0.0019,1.9999999999999998e-4,1-10,5
0210-0300-0303-1010,0.0019,0.0014,0.0014,0.0015666666666666667,2.886751345948129e-4,1-10,4
0210-0300-0303-1010-1013,7e-4,7e-4,9e-4,7.666666666666667e-4,1.1547005383792514e-4,1-10,5
0210-0300-0303-1010-1013-1113,1e-4,1e-4,2e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,6
0210-0300-1010,0.0013,0.0015,0.0011,0.0013,1.9999999999999998e-4,1-10,3
0210-0300-1010-1110,3e-4,NA,1e-4,NA,NA,1-10,4
0210-0303,1e-4,NA,NA,NA,NA,1-10,2
0210-0303-0310-1010-1013,1e-4,1e-4,2e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,5
0210-0303-1003-1010,5e-4,4e-4,7e-4,5.333333333333334e-4,1.5275252316519465e-4,1-10,4
0210-0303-1010,2e-4,5e-4,3e-4,3.333333333333333e-4,1.5275252316519468e-4,1-10,3
0210-0303-1010-1013,8e-4,0.001,0.0011,9.666666666666667e-4,1.5275252316519468e-4,1-10,4
0210-0303-1010-1013-1113,1e-4,1e-4,2e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,5
0210-0312-1010-1012,3e-4,NA,NA,NA,NA,1-10,4
0210-0313-1010-1013,2e-4,1e-4,2e-4,1.666666666666667e-4,5.773502691896258e-5,1-10,4
0210-1010,7e-4,0.001,9e-4,8.666666666666666e-4,1.5275252316519468e-4,1-10,2
0211-0213-0301-0303-1011-1013,1e-4,NA,NA,NA,NA,1-10,6
0211-0213-0303-1011-1013,1e-4,1e-4,2e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,5
0211-0301-0303-1003-1011,4e-4,1e-4,3e-4,2.666666666666667e-4,1.5275252316519468e-4,1-10,5
